title,url,topic_idx,news_date
"가계대출 금리, 8개월만에 5%대 `껑충`",https://n.news.naver.com/mnews/article/029/0002839996?sid=101,4,20231128
고개 숙이는 달러에 뛰는 금값… “금리 빠지면 더 간다”,https://n.news.naver.com/mnews/article/005/0001655547?sid=101,4,20231128
"한계기업 정상화 계기 마련…""상시법안 돼야"" 목소리도",https://n.news.naver.com/mnews/article/011/0004267507?sid=101,4,20231128
코인 가격 '뚝' 떨어지자 두나무 당기순이익도 '뚝'…전년대비 82% 급감,https://n.news.naver.com/mnews/article/421/0007203724?sid=101,4,20231128
"보험사 금융사고액 6년간 487억... 금감원 ""내부통제 강화해야"" 주문",https://n.news.naver.com/mnews/article/014/0005107307?sid=101,4,20231128
거래이력부족 ‘씬파일러’… 신용점수 이의제기 수용 4년간 0건,https://n.news.naver.com/mnews/article/014/0005107306?sid=101,4,20231128
내달 ‘온라인 주담대 환승’ 앞두고 기대반 우려반,https://n.news.naver.com/mnews/article/014/0005107305?sid=101,4,20231128
KB금융 캐릭터 ‘스타프렌즈’ 미술 작품이 됐네,https://n.news.naver.com/mnews/article/014/0005107304?sid=101,4,20231128
Sh수협은행 부행장 인사... 신학기 수석부행장 연임,https://n.news.naver.com/mnews/article/014/0005107303?sid=101,4,20231128
보험사 명령휴가·순환근무 규정 정비한다,https://n.news.naver.com/mnews/article/031/0000791933?sid=101,4,20231128
은행 가계대출 금리 5%대 돌파… 8개월 만 최고치,https://n.news.naver.com/mnews/article/666/0000027108?sid=101,4,20231128
보험사 상생금융 동참... 5천억+α 패키지 푼다,https://n.news.naver.com/mnews/article/014/0005107286?sid=101,4,20231128
5대銀 가계 예대금리차 석달째 줄며 올해 최저,https://n.news.naver.com/mnews/article/014/0005107285?sid=101,4,20231128
"핀다, 사업자 대출 상품 선보인다",https://n.news.naver.com/mnews/article/015/0004919417?sid=101,4,20231128
"보험회사 내부통제 강화한다…금감원, 내년 모범규준 제시",https://n.news.naver.com/mnews/article/015/0004919413?sid=101,4,20231128
'자금세탁 방지' 금융사 포상…대통령 표창엔 웰컴저축은행,https://n.news.naver.com/mnews/article/374/0000360567?sid=101,4,20231128
"금감원, 보험사 내부통제 강화…가이드라인 발표",https://n.news.naver.com/mnews/article/422/0000631700?sid=101,4,20231128
'이자장사' 눈총에 예대금리차 두 달 연속 축소,https://n.news.naver.com/mnews/article/374/0000360564?sid=101,4,20231128
10월 대출금리 5%대로 쑥…금리 내리니 이번엔 주담대가 쑥,https://n.news.naver.com/mnews/article/374/0000360559?sid=101,4,20231128
소비자 심리 4개월 연속 위축.. 고물가·고금리에 지갑 닫는다 [고물가에 우울한 연말],https://n.news.naver.com/mnews/article/014/0005107256?sid=101,4,20231128
워크아웃 3년 연장 길 열려…매년 늘어나는 한계기업에 숨통,https://n.news.naver.com/mnews/article/015/0004919378?sid=101,3,20231128
"'중고차 시장 집중하는' KB캐피탈, 핀카와 제휴",https://n.news.naver.com/mnews/article/014/0005107241?sid=101,4,20231128
"광주은행, 2년 연속 소상공인 상생 우수",https://n.news.naver.com/mnews/article/015/0004919365?sid=101,4,20231128
"두나무, 3분기 영업익 1018억원…전년 대비 40% 감소",https://n.news.naver.com/mnews/article/277/0005347261?sid=101,4,20231128
5대 은행 예대금리차 두 달 연속 줄었다,https://n.news.naver.com/mnews/article/015/0004919364?sid=101,4,20231128
보험사 손해사정업무 50% 이상 위탁하면 이사회 보고한다,https://n.news.naver.com/mnews/article/014/0005107236?sid=101,4,20231128
"수협은행, 신학기 수석부행장·정철균 부행장 연임",https://n.news.naver.com/mnews/article/015/0004919359?sid=101,4,20231128
기촉법 3년 연장안 정무위 소위 통과…이르면 연말께 재가동,https://n.news.naver.com/mnews/article/018/0005628432?sid=101,4,20231128
"5대銀 예대금리차 0.796%p ""2달째 감소""…대출보다 예금금리 빨리 올라",https://n.news.naver.com/mnews/article/421/0007203649?sid=101,4,20231128
“보험도 동참해야지?” 정부 요구에 ‘1조’ 상생 보따리 나올 듯,https://n.news.naver.com/mnews/article/005/0001655521?sid=101,4,20231128
"소액 급전 대출금리, 20년來 최고",https://n.news.naver.com/mnews/article/015/0004919344?sid=101,4,20231128
"은행에 직접 “빚 깎아달라” 협상 제도화, 국회 첫 문턱 넘어",https://n.news.naver.com/mnews/article/028/0002666503?sid=101,4,20231128
"""MZ 다음은 잘파""…서비스 쏟아내는 금융권",https://n.news.naver.com/mnews/article/011/0004267472?sid=101,4,20231128
"예보, 책임경영 선포…""내부통제체계 강화""",https://n.news.naver.com/mnews/article/119/0002773996?sid=101,4,20231128
"생명보험업계 ""고령화 대응…보험사 자율성 확대 필요""",https://n.news.naver.com/mnews/article/011/0004267465?sid=101,4,20231128
"우리은행, 원비즈플라자에 서브원 B2B 마켓 도입",https://n.news.naver.com/mnews/article/119/0002773994?sid=101,4,20231128
수신 경쟁·상생 압박에…5대銀 예대금리차 올들어 최저,https://n.news.naver.com/mnews/article/011/0004267462?sid=101,4,20231128
"신보, 2026년부터 회사채 직접 발행 검토",https://n.news.naver.com/mnews/article/011/0004267461?sid=101,4,20231128
"""워크아웃 제도 3년 더 연장""…기촉법 개정안, 국회 첫 문턱 넘었다",https://n.news.naver.com/mnews/article/421/0007203631?sid=101,3,20231128
"두나무, 3분기 순이익 295억… 전년比 82% ↓",https://n.news.naver.com/mnews/article/366/0000950985?sid=101,4,20231128
"예보, 내부통제 자율준수체계 확립 위한 책임경영 선포식 개최",https://n.news.naver.com/mnews/article/014/0005107233?sid=101,4,20231128
발달지연 과잉 증가세…10건 중 3건은 비전문의 진단,https://n.news.naver.com/mnews/article/003/0012236669?sid=101,4,20231128
"두나무, 3분기 영업익 1018억원...전년비 39.6%↓",https://n.news.naver.com/mnews/article/119/0002773988?sid=101,4,20231128
"5대 은행, 10월 가계 예대금리차 감소… 올 들어 최저",https://n.news.naver.com/mnews/article/366/0000950984?sid=101,4,20231128
"""여보, 이자 또 올라"" 영끌족 속앓이…가계대출 금리 5% 돌파",https://n.news.naver.com/mnews/article/008/0004967404?sid=101,4,20231128
"“팔 때마다 2.5%p 손해”... 은행권, 청년 주택드림 대출 역마진 우려",https://n.news.naver.com/mnews/article/366/0000950980?sid=101,4,20231128
"기촉법, 여야 합의로 정무위 소위 문턱 넘어…3년 더 연장",https://n.news.naver.com/mnews/article/421/0007203612?sid=101,4,20231128
"우리은행, 공급맘금융 '원비즈플라자'에 서브원 B2B 마켓 도입한다",https://n.news.naver.com/mnews/article/138/0002161807?sid=101,4,20231128
"[게시판] 한국거래소, 드론 작전사령부에 위문금 2천만원 전달",https://n.news.naver.com/mnews/article/001/0014359601?sid=101,4,20231128
"웰컴저축은행, '자금세탁방지시스템 고도화'로 대통령표창… 제17회 자금세탁방지의 날 행사",https://n.news.naver.com/mnews/article/138/0002161806?sid=101,4,20231128
"Sh수협은행, 신학기 수석부행장 등 연임…부행장 인사",https://n.news.naver.com/mnews/article/277/0005347250?sid=101,4,20231128
'권도형 송환 승인' 날뛰는 테라·루나…한때 300% 치솟아 '투자 주의보',https://n.news.naver.com/mnews/article/421/0007203602?sid=101,4,20231128
"카드사, 내년 목표는 생존…자금조달 올인",https://n.news.naver.com/mnews/article/009/0005222034?sid=101,4,20231128
"보험사고·상품경쟁 과열되자 금감원 ""내부통제 강화""경고",https://n.news.naver.com/mnews/article/009/0005222033?sid=101,4,20231128
[표] 외국환율고시,https://n.news.naver.com/mnews/article/009/0005222032?sid=101,4,20231128
[포토] 자금세탁방지 대통령표창,https://n.news.naver.com/mnews/article/009/0005222031?sid=101,4,20231128
가계대출금리 고공행진 8개월만에 5%대 '훌쩍',https://n.news.naver.com/mnews/article/009/0005222030?sid=101,4,20231128
DLF 피해간 국민銀… 홍콩ELS 판매액 쏠려,https://n.news.naver.com/mnews/article/009/0005222029?sid=101,4,20231128
5대은행 가계 예대금리차 0.796%p…두 달 연속 줄어,https://n.news.naver.com/mnews/article/018/0005628403?sid=101,4,20231128
"“가계부채, 취약차주 위주 미시 관리 필요”",https://n.news.naver.com/mnews/article/009/0005222014?sid=101,4,20231128
"쿨리지코너, 리스크관리 인재 영입… 컴플라이언스 강화 나서",https://n.news.naver.com/mnews/article/138/0002161805?sid=101,4,20231128
"워크아웃제 다시 3년 연장될까…기촉법 개정안, 국회 첫 문턱 통과",https://n.news.naver.com/mnews/article/028/0002666493?sid=101,4,20231128
최고 8%? 단기 예·적금 금리 더 높은 이유보니,https://n.news.naver.com/mnews/article/018/0005628394?sid=101,4,20231128
상생금융 보따리 준비하는 보험사…車보험료 인하·실손보험 인상률 최소화 등 ‘만지작’[금융팀의 뱅크워치],https://n.news.naver.com/mnews/article/020/0003533906?sid=101,4,20231128
"우리銀, 서브원 B2B마켓 도입",https://n.news.naver.com/mnews/article/029/0002839958?sid=101,4,20231128
"우리금융캐피탈, 금융보안원 'ISMS-P' 인증 취득",https://n.news.naver.com/mnews/article/138/0002161801?sid=101,4,20231128
"농협, 태국 방콕에서 ICAO-IFAD-CLT 공동 워크숍 개최",https://n.news.naver.com/mnews/article/138/0002161800?sid=101,4,20231128
"횡령 사고 연평균 88억…금감원 ""보험사 내부통제 강화""",https://n.news.naver.com/mnews/article/648/0000021368?sid=101,4,20231128
"Sh수협은행, 임원 인사 단행… 신학기 수석부행장 연임",https://n.news.naver.com/mnews/article/366/0000950962?sid=101,4,20231128
보험사에도 준법감시인 의무 비율 규제 도입된다,https://n.news.naver.com/mnews/article/119/0002773961?sid=101,4,20231128
"더케이저축은행, 창립기념일 맞아 ‘연탄나눔’ 봉사활동",https://n.news.naver.com/mnews/article/119/0002773960?sid=101,4,20231128
멈춰버린 금융권 M&A 시계…원인은 금융당국 압박 탓?,https://n.news.naver.com/mnews/article/243/0000053299?sid=101,4,20231128
"KB캐피탈, 핀카와 업무협약…""중고차 매출 신뢰도 강화""",https://n.news.naver.com/mnews/article/018/0005628367?sid=101,4,20231128
KB금융 '스타프렌즈' 미술작품으로…첫 전시회,https://n.news.naver.com/mnews/article/119/0002773957?sid=101,4,20231128
"""바른길이 가장 빠른길""…대구은행, 내부통제 강화 교육",https://n.news.naver.com/mnews/article/008/0004967363?sid=101,4,20231128
5대은행 10월 가계대출 예대금리차 농협>KB>우리·하나>신한,https://n.news.naver.com/mnews/article/001/0014359480?sid=101,4,20231128
"농협, 국제협동조합농업기구 주관 공동 워크숍 개최",https://n.news.naver.com/mnews/article/119/0002773953?sid=101,4,20231128
"""중고차 매매 신뢰 강화""…KB캐피탈, 핀카와 업무협약",https://n.news.naver.com/mnews/article/215/0001136533?sid=101,4,20231128
"해빗팩토리, 206억 규모 시리즈C 투자 유치",https://n.news.naver.com/mnews/article/029/0002839952?sid=101,4,20231128
"카카오뱅크, 환경문제 해결 청년모임에 1억원 기부",https://n.news.naver.com/mnews/article/029/0002839947?sid=101,4,20231128
"미래에셋운용, 'TIGER 코리아테크액티브 ETF' 신규 상장",https://n.news.naver.com/mnews/article/003/0012236471?sid=101,4,20231128
"우리은행, 원비즈플라자에 서브원 B2B 마켓 도입",https://n.news.naver.com/mnews/article/014/0005107200?sid=101,4,20231128
중소기업 상생과 디지털 혁신을 위한 업무협약 체결식,https://n.news.naver.com/mnews/article/001/0014359418?sid=101,4,20231128
원달러 10원 '뚝'…美 경기 냉각에 금리 인하 기대↑,https://n.news.naver.com/mnews/article/003/0012236441?sid=101,4,20231128
"우리은행, ‘원비즈플라자’에 서브원 B2B 마켓 도입",https://n.news.naver.com/mnews/article/016/0002231205?sid=101,4,20231128
국민 5명 중 1명 금융거래이력 부족한 '씬파일러'인데..신용점수 이의제기 수용은 '제로',https://n.news.naver.com/mnews/article/014/0005107194?sid=101,4,20231128
"'兆단위' 상생금융에 난감한 보험사, '5000억원 상생+알파' 가닥",https://n.news.naver.com/mnews/article/014/0005107192?sid=101,4,20231128
AI 반도체 ETF '후끈'…동시 상장 5일만에 1500억 몰렸다,https://n.news.naver.com/mnews/article/011/0004267396?sid=101,0,20231128
붕어빵조차 고물가 시대… 소비자심리 넉 달째 ‘위축’,https://n.news.naver.com/mnews/article/028/0002666482?sid=101,4,20231128
내달 주담대 대환대출 플랫폼 출범 앞두고 '기대반' '우려반',https://n.news.naver.com/mnews/article/014/0005107186?sid=101,4,20231128
"""예금금리 더 올랐다""…5대銀 예대금리차 2달 연속 줄었다",https://n.news.naver.com/mnews/article/008/0004967339?sid=101,4,20231128
"한동훈, 친구 이정재 만났는데…대상홀딩스 연일 상한가 왜?",https://n.news.naver.com/mnews/article/028/0002666481?sid=101,4,20231128
"코스피, 기관 매수에 1%대 상승…2520선 회복[마감시황]",https://n.news.naver.com/mnews/article/003/0012236405?sid=101,4,20231128
"5대 은행, 10월 가계 예대금리차 0.83%p...“올해 최저치”",https://n.news.naver.com/mnews/article/014/0005107183?sid=101,4,20231128
[포토] 대통령·국무총리 표창 수여 후 기념촬영하는 금융위원장,https://n.news.naver.com/mnews/article/029/0002839939?sid=101,4,20231128
'자금세탁 방지의 날' 국무총리 표창 수상한 신한카드,https://n.news.naver.com/mnews/article/001/0014359355?sid=101,4,20231128
[포토] 기념사하는 김주현 금융위원장,https://n.news.naver.com/mnews/article/029/0002839938?sid=101,4,20231128
"[무주소식] 군-농협, 신혼부부에 주거자금·이자 지원",https://n.news.naver.com/mnews/article/001/0014359345?sid=101,4,20231128
'자금세탁 방지의 날' 대통령 표창 수상한 웰컴저축은행,https://n.news.naver.com/mnews/article/001/0014359337?sid=101,4,20231128
'자금세탁 방지의 날' 국무총리 표창 수상한 미래에셋증권,https://n.news.naver.com/mnews/article/001/0014359335?sid=101,4,20231128
[포토] 제17회 자금세탁 방지의 날 기념식,https://n.news.naver.com/mnews/article/029/0002839937?sid=101,4,20231128
[포토] 표창 수상자들과 기념촬영하는 김주현 금융위원장,https://n.news.naver.com/mnews/article/029/0002839936?sid=101,4,20231128
'준법감시인 역할 확대' · '장기근무자 관리 강화' 등 보험사 내부통제 개선 추진,https://n.news.naver.com/mnews/article/138/0002161789?sid=101,4,20231128
"거래소 파산해도 내 비트코인 보호받나… 법무부, 가상자산 신탁 허용 검토",https://n.news.naver.com/mnews/article/366/0000950938?sid=101,4,20231128
"수협은행, 신학기 수석부행장·정철균 부행장 재신임",https://n.news.naver.com/mnews/article/031/0000791877?sid=101,4,20231128
"KB금융, 캐릭터 '스타프렌즈' 미술작품으로 재탄생… ""고객과 소통""",https://n.news.naver.com/mnews/article/417/0000965280?sid=101,4,20231128
[블록체인 칼럼]금융샌드박스와 네거티브 규제,https://n.news.naver.com/mnews/article/030/0003160904?sid=101,0,20231128
"보람그룹 최철홍 회장, '한국경제 빛낸 인물' 2년 연속 선정",https://n.news.naver.com/mnews/article/030/0003160895?sid=101,4,20231128
금감원 'ETF 유동성공급자' 공매도 점검 마무리,https://n.news.naver.com/mnews/article/003/0012236307?sid=101,4,20231128
"5대 시중은행, 마통 평균금리 6%대 육박",https://n.news.naver.com/mnews/article/003/0012236303?sid=101,4,20231128
보험사 횡령사고 연평균 89억…순환근무·명령휴가 유명무실,https://n.news.naver.com/mnews/article/277/0005347190?sid=101,4,20231128
제17회 자금세탁 방지의 날 기념식,https://n.news.naver.com/mnews/article/001/0014359247?sid=101,4,20231128
"4대은행, 예대차 1%p 미만… 전북銀 최고",https://n.news.naver.com/mnews/article/029/0002839932?sid=101,4,20231128
발언하는 김주현 금융위원장,https://n.news.naver.com/mnews/article/001/0014359244?sid=101,4,20231128
'연봉의 최대 40%' 한화GA 스카우트 SNS 게시물 논란,https://n.news.naver.com/mnews/article/031/0000791869?sid=101,4,20231128
"에이에스텍, 코스닥 상장 첫날 150%대 폭등 [핫스탁](종합)",https://n.news.naver.com/mnews/article/003/0012236275?sid=101,4,20231128
5대 은행 가계 예대금리차 두 달 연속 줄었다,https://n.news.naver.com/mnews/article/003/0012236274?sid=101,4,20231128
[인사] DB금융투자·DB저축은행,https://n.news.naver.com/mnews/article/001/0014359205?sid=101,4,20231128
[게시판] '부산은행 이야기' 한국기자협회장상,https://n.news.naver.com/mnews/article/001/0014359200?sid=101,4,20231128
축사하는 심우정 차장검사,https://n.news.naver.com/mnews/article/421/0007203288?sid=101,4,20231128
기념사하는 김주현 금융위원장,https://n.news.naver.com/mnews/article/421/0007203286?sid=101,4,20231128
낙관론 흐르는 월가 “미국주식 1~2주내 소폭 조정…내년 본격 상승장”,https://n.news.naver.com/mnews/article/009/0005221821?sid=101,4,20231128
미국 경기부진 신호에…원·달러 환율 10원 넘게 하락 [한경 외환시장 워치],https://n.news.naver.com/mnews/article/015/0004919249?sid=101,4,20231128
금리인하요구권 플랫폼 확대 수면위…혁신금융서비스 ‘저울질’,https://n.news.naver.com/mnews/article/018/0005628271?sid=101,4,20231128
"채권전문가 96% ""11월 금통위, 기준금리 동결 예상""",https://n.news.naver.com/mnews/article/629/0000251655?sid=101,4,20231128
"신협, 예천군노인복지관에 어부바 차량 전달",https://n.news.naver.com/mnews/article/014/0005107151?sid=101,4,20231128
"Sh수협은행, 신학기 수석부행장 연임 등 부행장 인사 단행",https://n.news.naver.com/mnews/article/629/0000251654?sid=101,4,20231128
"상위 카드사, 신규 회원보다 해지가 더 많았다",https://n.news.naver.com/mnews/article/031/0000791865?sid=101,4,20231128
"캠코, 한국해양진흥공사와 감사 전문성·내부통제 강화 위해 '맞손'",https://n.news.naver.com/mnews/article/421/0007203248?sid=101,4,20231128
"부산은행, '부산은행 이야기', 대한민국 커뮤니케이션 대상 수상",https://n.news.naver.com/mnews/article/014/0005107142?sid=101,4,20231128
원·달러 환율 10.1원 내린 1293.7원 마감,https://n.news.naver.com/mnews/article/119/0002773931?sid=101,4,20231128
보험회사 내부통제 개선 방안은?,https://n.news.naver.com/mnews/article/421/0007203233?sid=101,4,20231128
보험업계 '내부통제 개선방안 고민',https://n.news.naver.com/mnews/article/421/0007203231?sid=101,4,20231128
차수환 금감원 보험담당 부원장보 '보험회사 내부통제 강화 당부',https://n.news.naver.com/mnews/article/421/0007203230?sid=101,4,20231128
연이은 금융사고에 속타는 금감원,https://n.news.naver.com/mnews/article/421/0007203229?sid=101,4,20231128
"원/달러 환율, 10.1원 하락…1,293.7원 마감",https://n.news.naver.com/mnews/article/001/0014359136?sid=101,4,20231128
보험업계 만나 내부통제 강화 당부하는 금감원,https://n.news.naver.com/mnews/article/421/0007203227?sid=101,4,20231128
"차수환 금감원 부원장보 ""보험회사 내부통제 강화해야""",https://n.news.naver.com/mnews/article/421/0007203226?sid=101,4,20231128
"금감원, 보험회사 내부통제 강화 감사·준법감시인 간담회",https://n.news.naver.com/mnews/article/421/0007203225?sid=101,4,20231128
"금감원 부원장보 ""무분별한 보험상품경쟁, 내부통제 작동하는지 확인해야""",https://n.news.naver.com/mnews/article/421/0007203224?sid=101,4,20231128
"차수환 부원장보 ""보험회사 내부통제 작동하는지 확인해야""",https://n.news.naver.com/mnews/article/421/0007203219?sid=101,4,20231128
내부통제 강화 당부하는 차수환 금감원 부원장보,https://n.news.naver.com/mnews/article/421/0007203218?sid=101,4,20231128
보험회사 내부통제 강화 당부하는 차수환 금감원 부원장보,https://n.news.naver.com/mnews/article/421/0007203216?sid=101,4,20231128
차수환 금감원 부원장보 발언 경청하는 보험회사 감사·준법감시인들,https://n.news.naver.com/mnews/article/421/0007203215?sid=101,4,20231128
모두 발언하는 차수환 금감원 보험담당 부원장보,https://n.news.naver.com/mnews/article/421/0007203214?sid=101,4,20231128
물 마시는 차수환 금감원 부원장보,https://n.news.naver.com/mnews/article/421/0007203213?sid=101,4,20231128
"금감원, 보험회사 내부통제 강화 당부",https://n.news.naver.com/mnews/article/421/0007203211?sid=101,4,20231128
"코스피 2521.76(▲1.05%), 코스닥 816.44(▲0.76%), 원·달러 환율 1293.7원(▼10.1원) 마감[시황]",https://n.news.naver.com/mnews/article/003/0012236201?sid=101,4,20231128
"""바른길이 가장 빠른길"" DGB대구은행, 전 직원 대상 내부통제 교육 이어가",https://n.news.naver.com/mnews/article/014/0005107139?sid=101,4,20231128
"굿센, 대한민국 정부 박람회서 '라이트하우스' 첫 선",https://n.news.naver.com/mnews/article/003/0012236197?sid=101,4,20231128
"신용보증기금, 기술사업화 유공자 산자부 장관 표창 수상",https://n.news.naver.com/mnews/article/014/0005107138?sid=101,4,20231128
"클로잇, 라이트닝 플랫폼 웨비나 내일 개최",https://n.news.naver.com/mnews/article/003/0012236187?sid=101,4,20231128
"금감원, 보험업권 내부통제 가이드라인 마련",https://n.news.naver.com/mnews/article/015/0004919238?sid=101,4,20231128
"KSS해운, 1167억 규모 LPG 운송계약 체결",https://n.news.naver.com/mnews/article/003/0012236177?sid=101,2,20231128
금징어 되겠네…수협 “11월 오징어 어획량 반토막”,https://n.news.naver.com/mnews/article/029/0002839907?sid=101,4,20231128
상상인저축은행 복잡해진 매각 '셈법'…부실 털기 '물음표',https://n.news.naver.com/mnews/article/119/0002773926?sid=101,4,20231128
Sh수협은행 부행장 인사 단행... 신학기 수석부행장 연임,https://n.news.naver.com/mnews/article/009/0005221795?sid=101,4,20231128
"""연18%→연 5.5%금리로 갈아탄 자영업자""..대환대출 확대한다",https://n.news.naver.com/mnews/article/008/0004967298?sid=101,4,20231128
"KB캐피탈, 주식회사 핀카와 업무 제휴 협약 체결",https://n.news.naver.com/mnews/article/016/0002231145?sid=101,4,20231128
"해진공-캠코, 감사 전문성 역량 강화 업무협약",https://n.news.naver.com/mnews/article/003/0012236131?sid=101,4,20231128
"카카오뱅크, 환경문제 해결 청년모임에 1억원 기부",https://n.news.naver.com/mnews/article/009/0005221781?sid=101,4,20231128
디폴트옵션 시행 3개월…저축銀 퇴직연금 '이탈'은 없었다,https://n.news.naver.com/mnews/article/008/0004967292?sid=101,4,20231128
보험사 횡령 年 89억… 내부통제방안 손본다,https://n.news.naver.com/mnews/article/029/0002839900?sid=101,4,20231128
"자금세탁방지의 날, 국무총리 표창에 신한카드",https://n.news.naver.com/mnews/article/421/0007203107?sid=101,4,20231128
"에스케이바이오팜, 783억 규모 의약품 공급계약",https://n.news.naver.com/mnews/article/003/0012236111?sid=101,4,20231128
자금세탁방지의 날 유공자들과 기념 촬영하는 김주현 위원장,https://n.news.naver.com/mnews/article/421/0007203106?sid=101,4,20231128
"자금세탁방지의 날, 국무총리 표창에 미래에셋증권",https://n.news.naver.com/mnews/article/421/0007203105?sid=101,4,20231128
"빅텍, 170억 규모 소형 전자전장비 공급계약",https://n.news.naver.com/mnews/article/003/0012236108?sid=101,4,20231128
"에이프로, 242억 규모 2차전지 장비 공급계약",https://n.news.naver.com/mnews/article/003/0012236107?sid=101,4,20231128
축사하는 조엘 고다드 소장,https://n.news.naver.com/mnews/article/421/0007203104?sid=101,4,20231128
국기에 대한 경례하는 김주현 위원장·심우정 차장검사,https://n.news.naver.com/mnews/article/421/0007203103?sid=101,4,20231128
자금세탁방지의 날 대통령 표창에 웰컴저축은행,https://n.news.naver.com/mnews/article/421/0007203102?sid=101,4,20231128
축사하는 심우정 대검 차장검사,https://n.news.naver.com/mnews/article/421/0007203100?sid=101,4,20231128
기념사하는 김주현 금융위원장,https://n.news.naver.com/mnews/article/421/0007203099?sid=101,4,20231128
국민의례하는 심우정 차장검사,https://n.news.naver.com/mnews/article/421/0007203098?sid=101,4,20231128
국민의례하는 김주현 금융위원장,https://n.news.naver.com/mnews/article/421/0007203095?sid=101,4,20231128
"해빗팩토리, 206억 규모 시리즈C 투자 유치",https://n.news.naver.com/mnews/article/003/0012236103?sid=101,4,20231128
"자금세탁에 가상자산 악용… 김주현 ""범죄근절, 수익 최대한 환수""",https://n.news.naver.com/mnews/article/417/0000965243?sid=101,4,20231128
"경남도, 260억 문화콘텐츠 펀드 결성…""비제조업 신성장동력""",https://n.news.naver.com/mnews/article/001/0014358964?sid=101,4,20231128
"보험사 금융사고 대책 여전히 미흡…금감원 ""준법감시 강화해야""",https://n.news.naver.com/mnews/article/003/0012236055?sid=101,4,20231128
"금감원 ""보험사 준법감시 인력 단계적으로 늘려야""",https://n.news.naver.com/mnews/article/011/0004267351?sid=101,4,20231128
"금감원, 보험사에 내부통제 가이드라인 제시",https://n.news.naver.com/mnews/article/018/0005628236?sid=101,4,20231128
6년 새 보험사 금융사고액 총 487억원..금감원 “내부통제 강화 지시”,https://n.news.naver.com/mnews/article/014/0005107116?sid=101,4,20231128
"금감원, 보험사 간담회 개최…""내부통제 강화해야""",https://n.news.naver.com/mnews/article/119/0002773917?sid=101,4,20231128
"웰컴저축銀, 자금세탁방지 공로로 ‘대통령 표창’ 수상",https://n.news.naver.com/mnews/article/029/0002839892?sid=101,4,20231128
"금감원, 보험업 내부통제 강화한다…내년초 모범규준 마련",https://n.news.naver.com/mnews/article/001/0014358953?sid=101,4,20231128
"금감원, 보험사 내부통제 강화 위한 모범규준 만든다",https://n.news.naver.com/mnews/article/008/0004967288?sid=101,4,20231128
"금감원 “보험사, 내부통세 시스템 강화…무분별한 상품 경쟁 막을 것”",https://n.news.naver.com/mnews/article/421/0007203061?sid=101,4,20231128
"신보, 기술사업화 유공자 산업통상자원부장관 표창 수상",https://n.news.naver.com/mnews/article/215/0001136503?sid=101,4,20231128
